username,week,total_engagement,text_length,retweet_count,reply_count,like_count,quote_count,tweet_count,rolling_engagement,rolling_tweet_count,engagement_per_text_length,tweet_count_delta,degree_centrality,pagerank,betweenness_centrality,closeness_centrality,eigenvector_centrality,followers_count,friends_count,statuses_count,community,log_followers,engagement_per_follower
Tfue,2025-02-10/2025-02-16,32675.0,23.0,731.0,277.0,31612.0,55.0,1,8165.166666666667,3.0,1420.6521739130435,0.0,0.2631578947368421,0.0587699351305385,0.0146198830409356,0.1464530892448512,0.3705033521917079,4066596.0,1443.0,6087.0,2,15.218317089741095,0.008034975689741495
Tfue,2025-02-24/2025-03-02,7143.0,45.0,84.0,187.0,6864.0,8.0,1,13088.0,2.6666666666666665,158.73333333333332,0.0,0.2631578947368421,0.0587699351305385,0.0146198830409356,0.1464530892448512,0.3705033521917079,4066596.0,1443.0,6087.0,2,15.218317089741095,0.0017565059327260442
Tfue,2025-05-12/2025-05-18,1510.0,16.0,18.0,26.0,1465.0,1.0,1,14831.333333333334,1.0,94.375,0.0,0.2631578947368421,0.0587699351305385,0.0146198830409356,0.1464530892448512,0.3705033521917079,4066596.0,1443.0,6087.0,2,15.218317089741095,0.0003713179278197293
Tfue,2025-06-02/2025-06-08,15695.0,23.0,177.0,47.0,15469.0,2.0,1,13776.0,1.0,682.3913043478261,0.0,0.2631578947368421,0.0587699351305385,0.0146198830409356,0.1464530892448512,0.3705033521917079,4066596.0,1443.0,6087.0,2,15.218317089741095,0.0038594932961130146
TheGrefg,2025-06-02/2025-06-08,4828.8,81.4,107.2,21.6,4696.0,4.0,5,,,59.32186732186732,0.0,0.0,0.022759325467259,0.0,0.0,7.3659391812797e-11,8387320.0,1835.0,52141.0,3,15.942231718752677,0.0005757262152868855
TheGrefg,2025-06-09/2025-06-15,3394.25,122.0,55.416666666666664,30.583333333333332,3306.0833333333335,2.1666666666666665,12,4828.8,5.0,27.82172131147541,7.0,0.0,0.022759325467259,0.0,0.0,7.3659391812797e-11,8387320.0,1835.0,52141.0,3,15.942231718752677,0.0004046882675276489
TimTheTatman,2025-05-19/2025-05-25,2746.5,103.0,70.0,61.0,2610.0,5.5,2,,,26.66504854368932,0.0,,,,,,,,,-1,,
TimTheTatman,2025-05-26/2025-06-01,1511.0,109.66666666666667,116.66666666666667,77.33333333333333,1312.6666666666667,4.333333333333333,3,2746.5,2.0,13.778115501519757,1.0,,,,,,,,,-1,,
TimTheTatman,2025-06-02/2025-06-08,1710.0,106.85714285714286,53.285714285714285,57.142857142857146,1593.7142857142858,5.857142857142857,7,2128.75,2.5,16.002673796791445,4.0,,,,,,,,,-1,,
TimTheTatman,2025-06-09/2025-06-15,806.75,99.25,19.375,22.5,763.125,1.75,8,1989.1666666666667,4.0,8.128463476070529,1.0,,,,,,,,,-1,,
Valkyrae,2025-05-05/2025-05-11,15928.5,83.5,501.5,120.5,15275.0,31.5,2,,,190.76047904191617,0.0,0.0526315789473684,0.0292077041849613,0.0,0.0526315789473684,1.4731878362559399e-09,2944525.0,979.0,26024.0,1,14.895458411349853,0.005409531248673385
Valkyrae,2025-05-19/2025-05-25,4325.0,130.0,152.5,43.0,4124.5,5.0,2,15928.5,2.0,33.26923076923077,0.0,0.0526315789473684,0.0292077041849613,0.0,0.0526315789473684,1.4731878362559399e-09,2944525.0,979.0,26024.0,1,14.895458411349853,0.0014688277396184444
Valkyrae,2025-05-26/2025-06-01,24820.333333333332,93.0,428.6666666666667,151.0,24218.666666666668,22.0,3,10126.75,2.0,266.8853046594982,1.0,0.0526315789473684,0.0292077041849613,0.0,0.0526315789473684,1.4731878362559399e-09,2944525.0,979.0,26024.0,1,14.895458411349853,0.008429316556433832
Valkyrae,2025-06-02/2025-06-08,26181.75,134.0,446.75,212.0,25489.75,33.25,4,15024.61111111111,2.3333333333333335,195.38619402985074,1.0,0.0526315789473684,0.0292077041849613,0.0,0.0526315789473684,1.4731878362559399e-09,2944525.0,979.0,26024.0,1,14.895458411349853,0.0088916718316197
